ID, Övning, Utrustning, Höger/Vänster, Försök_1, Försök_2, Försök_3, Försök_4, Försök_5, Försök_6, Försök_7, Försök_8, Försök_9, Försök_10
17, Studsa basket, hand, , 3.0, 22.0, , , , , , , , 
27, Studsa basket, hand, , 22.0, 25.0, , , , , , , , 
25, Studsa basket, hand, , 5.0, 15.0, , , , , , , , 
38, Studsa basket, hand, , 9.0, 20.0, , , , , , , , 
14, Studsa basket, hand, , 5.0, 9.0, , , , , , , , 
13, Studsa basket, hand, , 1.0, 5.0, , , , , , , , 
23, Studsa basket, hand, , 4.0, 3.0, , , , , , , , 
24, Studsa basket, hand, , 4.0, 8.0, , , , , , , , 
33, Studsa basket, hand, , 2.0, 2.0, , , , , , , , 
34, Studsa basket, hand, , 3.0, 3.0, , , , , , , , 
32, Studsa basket, hand, , 3.0, 3.0, , , , , , , , 
18, Balansera bollen, slagträ, , 1.42700004577637, 0.924000024795532, 1.81299996376038, , , , , , , 
19, Balansera bollen, slagträ, , 1.12600004673004, 1.23399996757507, 0.504999995231628, , , , , , , 
40, Balansera bollen, slagträ, , 1.31200003623962, 0.740000009536743, 2.59599995613098, , , , , , , 
41, Balansera bollen, slagträ, , 1.09800004959106, 0.460999995470047, 0.662000000476837, , , , , , , 
17, Balansera bollen, slagträ, , 1.40600001811981, 1.98300004005432, 1.40600001811981, , , , , , , 
20, Balansera bollen, slagträ, , 1.192999958992, 1.10199999809265, 1.41600000858307, , , , , , , 
36, Balansera bollen, slagträ, , 0.888999998569489, 1.51499998569489, 0.455000013113022, , , , , , , 
35, Balansera bollen, slagträ, , 0.663999974727631, 0.666999995708466, 1.08399999141693, , , , , , , 
27, Balansera bollen, slagträ, , 1.64400005340576, 2.57599997520447, 2.89199995994568, , , , , , , 
25, Balansera bollen, slagträ, , 1.26800000667572, 2.66799998283386, 1.30799996852875, , , , , , , 
39, Balansera bollen, slagträ, , 1.13800001144409, 2.39299988746643, 0.768999993801117, , , , , , , 
13, Balansera bollen, slagträ, , 2.34500002861023, 1.83399999141693, 0.924000024795532, , , , , , , 
14, Balansera bollen, slagträ, , 1.3309999704361, 3.19199991226196, 1.71000003814697, , , , , , , 
26, Jonglera med knä, lår, , 9.0, 4.0, 13.0, , , , , , , 
21, Jonglera med knä, lår, , 1.0, 24.0, 4.0, , , , , , , 
34, Jonglera med knä, lår, , 2.0, 2.0, 2.0, , , , , , , 
32, Jonglera med knä, lår, , 1.0, 2.0, 2.0, , , , , , , 
34, Balansera bollen, slagträ, , 0.723999977111816, 1.90499997138977, 0.919000029563904, , , , , , , 
33, Balansera bollen, slagträ, , 1.51600003242493, 0.774999976158142, 2.96000003814697, , , , , , , 
32, Balansera bollen, slagträ, , 0.684000015258789, 0.64300000667572, 1.13699996471405, , , , , , , 
21, Balansera bollen, slagträ, , 1.82400000095367, 1.91100001335144, 1.16299998760223, , , , , , , 
26, Balansera bollen, slagträ, , 1.74300003051758, 2.28200006484985, 1.49600005149841, , , , , , , 
48, Studsa basket, hand, , 5.0, 17.0, , , , , , , , 
50, Studsa basket, hand, , 7.0, 5.0, , , , , , , , 
57, Studsa basket, hand, , 6.0, 11.0, , , , , , , , 
58, Studsa basket, hand, , 14.0, 17.0, , , , , , , , 
54, Studsa basket, hand, , 10.0, 9.0, , , , , , , , 
52, Studsa basket, hand, , 15.0, 9.0, , , , , , , , 
62, Studsa basket, hand, , 3.0, 14.0, , , , , , , , 
45, Studsa basket, hand, , 5.0, 5.0, , , , , , , , 
44, Studsa basket, hand, , 9.0, 20.0, , , , , , , , 
57, Balansera bollen, slagträ, , 1.21200001239777, 0.833000004291534, 0.732999980449677, , , , , , , 
63, Balansera bollen, slagträ, , 7.0479998588562, 3.76200008392334, 3.28699994087219, , , , , , , 
60, Balansera bollen, slagträ, , 3.28099989891052, 2.3289999961853, 2.94899988174438, , , , , , , 
53, Balansera bollen, slagträ, , 5.89699983596802, 3.20300006866455, 3.18600010871887, , , , , , , 
51, Balansera bollen, slagträ, , 3.80699992179871, 1.40699994564056, 1.58399999141693, , , , , , , 
48, Balansera bollen, slagträ, , 1.00699996948242, 2.03800010681152, 2.16599988937378, , , , , , , 
50, Balansera bollen, slagträ, , 1.00399994850159, 1.47000002861023, 1.36899995803833, , , , , , , 
59, Balansera bollen, slagträ, , 4.26200008392334, 0.870000004768372, 0.794000029563904, , , , , , , 
46, Studsa basket, hand, , 11.0, 3.0, , , , , , , , 
61, Studsa basket, hand, , 4.0, 14.0, , , , , , , , 
52, Balansera bollen, slagträ, , 0.973999977111816, 0.875, 0.829999983310699, , , , , , , 
62, Balansera bollen, slagträ, , 1.94599997997284, 1.60899996757507, 0.570999979972839, , , , , , , 
45, Balansera bollen, slagträ, , 0.955999970436096, 2.40499997138977, 1.0809999704361, , , , , , , 
44, Balansera bollen, slagträ, , 0.806999981403351, 0.619000017642975, 1.22399997711182, , , , , , , 
44, Jonglera med knä, lår, , 5.0, 4.0, 3.0, , , , , , , 
53, Studsa basket, hand, , 12.0, 16.0, , , , , , , , 
51, Studsa basket, hand, , 17.0, 22.0, , , , , , , , 
67, Studsa basket, hand, , 4.0, 4.0, , , , , , , , 
47, Balansera bollen, slagträ, , 2.42300009727478, 0.689999997615814, 1.71200001239777, , , , , , , 
66, Balansera bollen, slagträ, , 6.70800018310547, 6.79300022125244, 5.6729998588562, , , , , , , 
58, Balansera bollen, slagträ, , 1.48699998855591, 1.18599998950958, 3.24699997901917, , , , , , , 
54, Balansera bollen, slagträ, , 2.25099992752075, 0.742999970912933, 1.77199995517731, , , , , , , 
67, Balansera bollen, slagträ, , 0.28999999165535, 1.14400005340576, 2.76900005340576, , , , , , , 
56, Balansera bollen, slagträ, , 0.901000022888184, 1.06900000572205, 2.0550000667572, , , , , , , 
46, Balansera bollen, slagträ, , 0.857999980449677, 0.623000025749207, 0.444999992847443, , , , , , , 
61, Balansera bollen, slagträ, , 1.2960000038147, 2.95799994468689, 1.43700003623962, , , , , , , 
43, Balansera bollen, slagträ, , 0.642000019550323, 1.432000041008, 1.43700003623962, , , , , , , 
42, Balansera bollen, slagträ, , 0.966000020503998, 1.44200003147125, 0.879999995231628, , , , , , , 
55, Balansera bollen, slagträ, , 0.765999972820282, 1.15299999713898, 1.82799994945526, , , , , , , 
49, Balansera bollen, slagträ, , 0.652999997138977, 1.47000002861023, 1.40699994564056, , , , , , , 
47, Studsa basket, hand, , 9.0, 4.0, , , , , , , , 
84, Balansera bollen, slagträ, , 2.76999998092651, 0.783999979496002, 1.46200001239777, , , , , , , 
71, Balansera bollen, slagträ, , 0.446999996900558, 1.04799997806549, 0.625, , , , , , , 
72, Balansera bollen, slagträ, , 3.76399993896484, 2.56100010871887, 1.61099994182587, , , , , , , 
70, Balansera bollen, slagträ, , 1.27400004863739, 1.14900004863739, 2.66799998283386, , , , , , , 
86, Balansera bollen, slagträ, , 1.50699996948242, 1.07500004768372, 1.10399997234344, , , , , , , 
90, Balansera bollen, slagträ, , 3.38599991798401, 2.04099988937378, 3.88299989700317, , , , , , , 
92, Balansera bollen, slagträ, , 2.49399995803833, 2.21799993515015, 1.24199998378754, , , , , , , 
93, Balansera bollen, slagträ, , 1.02300000190735, 0.97299998998642, 1.77100002765656, , , , , , , 
81, Balansera bollen, slagträ, , 0.537999987602234, 0.896000027656555, 0.820999979972839, , , , , , , 
91, Balansera bollen, slagträ, , 1.20899999141693, 1.25199997425079, 1.3860000371933, , , , , , , 
89, Balansera bollen, slagträ, , 2.15499997138977, 2.69899988174438, 4.02099990844727, , , , , , , 
83, Balansera bollen, slagträ, , 2.1010000705719, 4.59899997711182, 5.82000017166138, , , , , , , 
73, Balansera bollen, slagträ, , 2.56299996376038, 2.57399988174438, 1.28999996185303, , , , , , , 
76, Balansera bollen, slagträ, , 1.96399998664856, 0.526000022888184, 1.29999995231628, , , , , , , 
69, Balansera bollen, slagträ, , 1.79700005054474, 1.38699996471405, 1.39900004863739, , , , , , , 
79, Balansera bollen, slagträ, , 2.95099997520447, 1.37399995326996, 0.717999994754791, , , , , , , 
82, Balansera bollen, slagträ, , 1.10699999332428, 0.945999979972839, 2.24799990653992, , , , , , , 
87, Balansera bollen, slagträ, , 1.21899998188019, 0.898000001907349, 0.474999994039536, , , , , , , 
73, Jonglera med knä, lår, , 4.0, 3.0, 6.0, , , , , , , 
76, Jonglera med knä, lår, , 2.0, 3.0, 1.0, , , , , , , 
87, Jonglera med knä, lår, , 5.0, 6.0, 9.0, , , , , , , 
86, Jonglera med knä, lår, , 1.0, 3.0, 2.0, , , , , , , 
81, Jonglera med knä, lår, , 4.0, 5.0, 4.0, , , , , , , 
80, Jonglera med knä, lår, , 3.0, 2.0, 6.0, , , , , , , 
78, Jonglera med knä, lår, , 4.0, 2.0, 2.0, , , , , , , 
77, Jonglera med knä, lår, , 2.0, 3.0, 1.0, , , , , , , 
69, Jonglera med knä, lår, , 4.0, 5.0, 2.0, , , , , , , 
79, Jonglera med knä, lår, , 4.0, 4.0, 5.0, , , , , , , 
82, Jonglera med knä, lår, , 9.0, 5.0, 7.0, , , , , , , 
90, Jonglera med knä, lår, , 4.0, 7.0, 18.0, , , , , , , 
92, Jonglera med knä, lår, , 5.0, 8.0, 26.0, , , , , , , 
89, Jonglera med knä, lår, , 12.0, 23.0, 16.0, , , , , , , 
83, Jonglera med knä, lår, , 7.0, 4.0, 4.0, , , , , , , 
70, Jonglera med knä, lår, , 40.0, 40.0, 40.0, , , , , , , 
72, Jonglera med knä, lår, , 14.0, 5.0, 17.0, , , , , , , 
71, Jonglera med knä, lår, , 2.0, 4.0, 3.0, , , , , , , 
85, Jonglera med knä, lår, , 2.0, 3.0, 3.0, , , , , , , 
84, Jonglera med knä, lår, , 26.0, 10.0, 19.0, , , , , , , 
91, Jonglera med knä, lår, , 2.0, 3.0, 2.0, , , , , , , 
68, Jonglera med knä, lår, , 2.0, 3.0, 2.0, , , , , , , 
75, Jonglera med knä, lår, , 2.0, 1.0, 3.0, , , , , , , 
93, Jonglera med knä, lår, , 2.0, 3.0, 2.0, , , , , , , 
108, Balansera bollen, slagträ, , 1.32000005245209, 0.796000003814697, 0.930000007152557, , , , , , , 
113, Balansera bollen, slagträ, , 1.04100000858307, 2.06299996376038, 2.11899995803833, , , , , , , 
106, Balansera bollen, slagträ, , 1.51699995994568, 1.10899996757507, 1.36000001430511, , , , , , , 
117, Balansera bollen, slagträ, , 1.69200003147125, 0.654999971389771, 0.829999983310699, , , , , , , 
101, Balansera bollen, slagträ, , 1.05999994277954, 0.996999979019165, 1.06400001049042, , , , , , , 
112, Balansera bollen, slagträ, , 0.958999991416931, 1.13399994373322, 0.85699999332428, , , , , , , 
97, Balansera bollen, slagträ, , 0.915000021457672, 1.9190000295639, 0.809000015258789, , , , , , , 
98, Balansera bollen, slagträ, , 0.381999999284744, 0.940999984741211, 0.837999999523163, , , , , , , 
98, Jonglera med knä, fot, , 3.0, 2.0, 3.0, , , , , , , 
97, Jonglera med knä, fot, , 2.0, 3.0, 2.0, , , , , , , 
110, Jonglera med knä, fot, , 7.0, 6.0, 4.0, , , , , , , 
95, Jonglera med knä, fot, , 1.0, 2.0, 2.0, , , , , , , 
122, Jonglera med knä, fot, , 3.0, 3.0, 9.0, , , , , , , 
104, Jonglera med knä, fot, , 9.0, 9.0, 2.0, , , , , , , 
114, Jonglera med knä, fot, , 3.0, 4.0, 5.0, , , , , , , 
100, Jonglera med knä, fot, , 6.0, 4.0, 5.0, , , , , , , 
103, Jonglera med knä, fot, , 7.0, 2.0, 11.0, , , , , , , 
107, Jonglera med knä, fot, , 2.0, 4.0, 19.0, , , , , , , 
116, Balansera bollen, slagträ, , 2.63700008392334, 1.51499998569489, 3.26999998092651, , , , , , , 
111, Balansera bollen, slagträ, , 0.972000002861023, 0.745000004768372, 0.810999989509583, , , , , , , 
99, Balansera bollen, slagträ, , 1.72000002861023, 1.56500005722046, 1.62999999523163, , , , , , , 
115, Balansera bollen, slagträ, , 1.71200001239777, 2.15000009536743, 5.29899978637695, , , , , , , 
109, Balansera bollen, slagträ, , 1.77300000190735, 2.15499997138977, 1.01400005817413, , , , , , , 
96, Balansera bollen, slagträ, , 0.705999970436096, 0.595000028610229, 1.4099999666214, , , , , , , 
104, Studsa basket, hand, , 19.0, 3.0, , , , , , , , 
114, Studsa basket, hand, , 12.0, 6.0, , , , , , , , 
100, Studsa basket, hand, , 9.0, 7.0, , , , , , , , 
103, Studsa basket, hand, , 21.0, 28.0, , , , , , , , 
107, Studsa basket, hand, , 27.0, 5.0, , , , , , , , 
120, Studsa basket, hand, , 9.0, 4.0, , , , , , , , 
110, Balansera bollen, slagträ, , 1.55099999904633, 1.99899995326996, 0.591000020503998, , , , , , , 
95, Balansera bollen, slagträ, , 0.601000010967255, 0.675999999046326, 0.398000001907349, , , , , , , 
120, Balansera bollen, slagträ, , 0.758000016212463, 0.737999975681305, 1.9539999961853, , , , , , , 
118, Balansera bollen, slagträ, , 0.887000024318695, 5.30700016021729, 1.14300000667572, , , , , , , 
119, Balansera bollen, slagträ, , 1.84099996089935, 3.4909999370575, 3.38499999046326, , , , , , , 
122, Balansera bollen, slagträ, , 1.86099994182587, 2.57399988174438, 4.14799976348877, , , , , , , 
103, Balansera bollen, slagträ, , 0.372000008821487, 1.4889999628067, 2.61400008201599, , , , , , , 
107, Balansera bollen, slagträ, , 2.83200001716614, 3.2260000705719, 4.15100002288818, , , , , , , 
102, Balansera bollen, slagträ, , 1.25300002098083, 2.05599999427795, 1.23000001907349, , , , , , , 
105, Balansera bollen, slagträ, , 1.11300003528595, 0.994000017642975, 1.51300001144409, , , , , , , 
94, Balansera bollen, slagträ, , 1.49000000953674, 0.949000000953674, 0.705999970436096, , , , , , , 
121, Balansera bollen, slagträ, , 1.6139999628067, 0.916999995708466, 0.893999993801117, , , , , , , 
114, Balansera bollen, slagträ, , 1.76499998569489, 2.53099989891052, 2.37800002098083, , , , , , , 
104, Balansera bollen, slagträ, , 1.63999998569489, 1.35000002384186, 5.3769998550415, , , , , , , 
100, Balansera bollen, slagträ, , 1.45099997520447, 0.796000003814697, 3.04299998283386, , , , , , , 
106, Jonglera med knä, fot, , 2.0, 2.0, 4.0, , , , , , , 
117, Jonglera med knä, fot, , 5.0, 2.0, 3.0, , , , , , , 
127, Jonglera med knä, lår, , 14.0, 24.0, 4.0, , , , , , , 
126, Jonglera med knä, lår, , 3.0, 3.0, 3.0, , , , , , , 
125, Jonglera med knä, lår, , 7.0, 5.0, 4.0, , , , , , , 
132, Jonglera med knä, lår, , 39.0, 15.0, 12.0, , , , , , , 
124, Jonglera med knä, lår, , 32.0, 20.0, 19.0, , , , , , , 
138, Jonglera med knä, lår, , 3.0, 3.0, 2.0, , , , , , , 
134, Jonglera med knä, lår, , 3.0, 9.0, 5.0, , , , , , , 
147, Jonglera med knä, lår, , 5.0, 3.0, 2.0, , , , , , , 
146, Jonglera med knä, lår, , 2.0, 3.0, 1.0, , , , , , , 
130, Jonglera med knä, lår, , 1.0, 2.0, 2.0, , , , , , , 
129, Jonglera med knä, lår, , 3.0, 3.0, 7.0, , , , , , , 
128, Jonglera med knä, lår, , 6.0, 11.0, 1.0, , , , , , , 
123, Jonglera med knä, lår, , 3.0, 9.0, 5.0, , , , , , , 
148, Jonglera med knä, lår, , 2.0, 2.0, 3.0, , , , , , , 
136, Jonglera med knä, lår, , 14.0, 10.0, 17.0, , , , , , , 
131, Jonglera med knä, lår, , 2.0, 3.0, 2.0, , , , , , , 
140, Jonglera med knä, lår, , 3.0, 2.0, 4.0, , , , , , , 
131, Balansera bollen, slagträ, , 2.48699998855591, 1.95899999141693, 1.85500001907349, , , , , , , 
136, Balansera bollen, slagträ, , 1.87199997901917, 2.63199996948242, 4.93900012969971, , , , , , , 
140, Balansera bollen, slagträ, , 0.546000003814697, 1.00899994373322, 1.04799997806549, , , , , , , 
147, Balansera bollen, slagträ, , 0.845000028610229, 1.67200005054474, 4.41499996185303, , , , , , , 
146, Balansera bollen, slagträ, , 1.46899998188019, 1.51199996471405, 0.958999991416931, , , , , , , 
130, Balansera bollen, slagträ, , 0.456999987363815, 0.49099999666214, 1.33200001716614, , , , , , , 
147, Minigolf, klubba, höger, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 
146, Minigolf, klubba, höger, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, , , , 
130, Minigolf, klubba, höger, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, , , , 
131, Minigolf, klubba, höger, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, , , , 
132, Balansera bollen, slagträ, , 1.79100000858307, 0.982999980449677, 3.92300009727478, , , , , , , 
124, Balansera bollen, slagträ, , 2.26099991798401, 1.95500004291534, 1.40299999713898, , , , , , , 
148, Balansera bollen, slagträ, , 1.08500003814697, 0.657000005245209, 1.53299999237061, , , , , , , 
143, Balansera bollen, slagträ, , 4.55000019073486, 2.22900009155273, 0.781000018119812, , , , , , , 
126, Minigolf, klubba, höger, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, , , , 
127, Minigolf, klubba, vänster, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, , , , 
135, Minigolf, klubba, höger, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, , , , 
137, Minigolf, klubba, höger, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, , , , 
135, Jonglera med knä, lår, , 1.0, 5.0, 2.0, , , , , , , 
137, Jonglera med knä, lår, , 2.0, 2.0, 2.0, , , , , , , 
139, Jonglera med knä, lår, , 5.0, 3.0, 11.0, , , , , , , 
135, Balansera bollen, slagträ, , 1.16199994087219, 1.13300001621246, 2.13700008392334, , , , , , , 
139, Balansera bollen, slagträ, , 2.73799991607666, 2.35400009155273, 2.38000011444092, , , , , , , 
137, Balansera bollen, slagträ, , 2.23300004005432, 1.91799998283386, 2.58999991416931, , , , , , , 
145, Balansera bollen, slagträ, , 1.40199995040894, 1.09800004959106, 1.07500004768372, , , , , , , 
125, Balansera bollen, slagträ, , 2.36500000953674, 8.82800006866455, 1.61199998855591, , , , , , , 
123, Balansera bollen, slagträ, , 2.60899996757507, 3.55299997329712, 2.21399998664856, , , , , , , 
128, Balansera bollen, slagträ, , 4.43100023269653, 1.70200002193451, 3.97199988365173, , , , , , , 
129, Balansera bollen, slagträ, , 0.763000011444092, 1.56099998950958, 0.439999997615814, , , , , , , 
126, Balansera bollen, slagträ, , 0.568000018596649, 0.694000005722046, 1.29799997806549, , , , , , , 
127, Balansera bollen, slagträ, , 2.6340000629425, 4.67500019073486, 3.57100009918213, , , , , , , 
133, Balansera bollen, slagträ, , 0.745999991893768, 1.56200003623962, 0.657000005245209, , , , , , , 
134, Balansera bollen, slagträ, , 3.27300000190735, 1.06299996376038, 4.44799995422363, , , , , , , 
138, Balansera bollen, slagträ, , 1.36899995803833, 2.25, 0.629999995231628, , , , , , , 
142, Balansera bollen, slagträ, , 1.06200003623962, 0.899999976158142, 2.6340000629425, , , , , , , 
144, Balansera bollen, slagträ, , 0.847000002861023, 1.48699998855591, 1.96399998664856, , , , , , , 
