ID, Övning, Utrustning, Höger/Vänster, Försök_1, Försök_2, Försök_3, Försök_4, Försök_5, Försök_6, Försök_7, Försök_8, Försök_9, Försök_10
81, Snabba vändningar, fot, , 1.469, 2.029, 1.299, 1.935, 1.737, 1.931, 0.999, 1.804, 1.563, 1.998
81, Snabba vändningar, klubba, , 1.099, 2.266, 1.804, 1.832, 1.435, 1.864, 2.333, 1.371, 1.295, 1.869
93, Snabba vändningar, fot, , 0.9, 0.866, 0.985714285714286, 0.903, 1.198, 0.868, 1.066, 0.931, 1.166, 0.768
93, Snabba vändningar, klubba, , 0.703, 1.062, 2.568, 0.932, 1.102, 0.866, 0.968, 0.801, 0.933, 0.898
84, Snabba vändningar, fot, , 2.803, 1.482, 1.436, 1.101, 1.03, 1.067, 1.099, 0.936, 1.262, 1.038
84, Snabba vändningar, klubba, , 0.596, 0.788, 0.865, 0.831, 0.998, 1.508, 0.762, 0.866, 0.734, 0.717
89, Snabba vändningar, fot, , 0.934, 1.365, 0.731, 1.302, 1.396, 1.503, 1.434, 0.962, 1.203375, 1.17
89, Snabba vändningar, klubba, , 0.6, 0.664, 0.767, 0.631, 0.804, 0.663, 0.738, 0.766, 0.629, 0.905
91, Snabba vändningar, fot, , 1.79566666666667, 1.66, 1.405, 2.066, 2.433, 1.2, 2.167, 1.6, 1.366, 2.264
91, Snabba vändningar, klubba, , 0.737, 1.304, 2.527, 1.099, 1.064, 1.189, 0.982, 1.634, 1.168, 1.097
83, Snabba vändningar, fot, , 0.834, 1.53, 1.133, 1.269, 1.33, 1.502, 1.518, 1.35, 1.467, 1.532
83, Snabba vändningar, klubba, , 0.699, 0.806, 0.828, 0.736, 0.801, 0.868, 0.729, 0.764, 0.77, 0.799
82, Snabba vändningar, fot, , 0.634, 0.904, 1.098, 1.2, 1.468, 0.964, 0.965, 1.166, 1.004, 1.168
82, Snabba vändningar, klubba, , 0.397, 0.866, 0.735, 0.764, 0.669, 0.864, 0.721, 0.684, 0.828, 0.837
85, Snabba vändningar, fot, , 1.6, 2.469, 2.099, 3.54483333333333, 1.37, 1.498, 1.202, 10.232, 4.946, 2.021
85, Snabba vändningar, klubba, , 1.002, 1.771, 1.729, 3.035, 3.134, 3.194, 2.802, 2.069, 1.47, 3.795
69, Snabba vändningar, fot, , 0.896, 0.934, 1.805, 1.464, 1.397, 1.933, 1.766, 1.803, 1.464, 2.07
69, Snabba vändningar, klubba, , 0.801, 1.165, 1.166, 1.167, 0.999, 1.153, 1.013, 1.199, 1.068, 1.17
79, Snabba vändningar, klubba, , 0.803, 1.095, 1.104, 0.796, 0.938, 0.865, 0.937, 0.864, 1.032, 0.834
79, Snabba vändningar, fot, , 1.465, 1.604, 1.997, 1.531, 1.705, 2.2, 2.032, 1.697, 1.668, 1.435
92, Snabba vändningar, fot, , 0.565, 0.868, 0.833, 0.868, 0.937, 0.898, 0.834, 0.963, 1.066, 0.767
92, Snabba vändningar, klubba, , 0.403, 0.567, 1.768, 0.698, 0.835, 0.864, 0.635, 1.031, 0.736, 0.566
90, Snabba vändningar, klubba, , 0.398, 0.567, 1.028, 0.474, 0.792, 0.667, 0.702, 0.539, 0.562, 0.571
90, Snabba vändningar, fot, , 0.602, 0.931, 1.065, 0.834, 1.167, 0.901, 3.069, 1.23, 1.5, 1.568
70, Snabba vändningar, fot, , 0.826, 1.448, 1.137, 1.428, 1.334, 1.071, 1.3, 1.329, 1.271, 1.033
70, Snabba vändningar, klubba, , 0.866, 0.901, 0.834, 0.662, 1.434, 1.032, 2.172, 1.394, 0.869, 0.836
72, Snabba vändningar, fot, , 1.597, 1.2, 1.209, 1.457, 0.867, 1.302, 1.532, 1.235, 1.5, 1.703
72, Snabba vändningar, klubba, , 0.911111111111111, 0.872, 0.93, 0.968, 1.066, 0.999, 0.867, 0.871, 0.729, 0.898
71, Snabba vändningar, fot, , 1.402, 2.066, 1.302, 3.063, 1.736, 1.661, 1.676, 2.063, 1.867, 1.533
71, Snabba vändningar, klubba, , 0.738, 0.799, 1.068, 1.631, 3.301, 1.336, 1.827, 2.169, 1.601, 1.466
