ID, Övning, Utrustning, Höger/Vänster, Försök_1, Försök_2, Försök_3, Försök_4, Försök_5, Försök_6, Försök_7, Försök_8, Försök_9, Försök_10
3, Droppboll, rack, , 15.0, 9.94400024414062, 15.0, 15.0, 15.0, 7.3730001449585, 15.0, , , 
5, Droppboll, rack, , 15.0, 14.9930000305176, 7.12599992752075, 15.0, 15.0, 10.798999786377, 9.82999992370605, , , 
10, Droppboll, rack, , 8.83100032806396, 5.45499992370605, 6.69799995422363, 4.72599983215332, 5.26999998092651, 5.24900007247925, 4.55000019073486, , , 
9, Droppboll, rack, , 15.0, 15.0, 15.0, 14.9370002746582, 6.73699998855591, 5.44700002670288, 5.95499992370605, , , 
8, Droppboll, rack, , 10.8970003128052, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, , , 
7, Droppboll, rack, , 7.2960000038147, 5.96799993515015, 11.2329998016357, 11.5109996795654, 7.09700012207031, 5.99300003051758, 5.51000022888184, , , 
1, Droppboll, rack, , 4.85200023651123, 5.05200004577637, 4.5460000038147, 4.52199983596802, 5.37200021743774, 10.9650001525879, 6.78599977493286, , , 
2, Droppboll, rack, , 11.5389995574951, 5.86899995803833, 4.92000007629395, 15.0, 4.71600008010864, 15.0, 5.68699979782104, , , 
11, Droppboll, rack, , 4.37200021743774, 4.8730001449585, 5.03000020980835, 3.62299990653992, 3.24499988555908, 3.58899998664856, 9.24300003051758, , , 
1, Jonglera med armbåge, armbåge, , 3.0, 4.0, 3.0, , , , , , , 
2, Jonglera med armbåge, armbåge, , 4.0, 4.0, 5.0, , , , , , , 
10, Jonglera med armbåge, armbåge, , 1.0, 4.0, 4.0, , , , , , , 
9, Jonglera med armbåge, armbåge, , 2.0, 1.0, 2.0, , , , , , , 
4, Droppboll, rack, , 15.0, 15.0, 15.0, 14.9820003509521, 15.0, 15.0, 15.0, , , 
6, Droppboll, rack, , 10.5550003051758, 7.73600006103516, 7.58300018310547, 6.72300004959106, 6.40999984741211, 6.47100019454956, 5.56699991226196, , , 
9, Minigolf, klubba, höger, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, , , , 
3, Jonglera med knä, lår, , 1.0, 1.0, 2.0, , , , , , , 
5, Jonglera med knä, lår, , 1.0, 1.0, 1.0, , , , , , , 
12, Droppboll, rack, , 11.8280000686646, 5.99200010299683, 5.67399978637695, 6.82800006866455, 4.73799991607666, 4.7350001335144, 4.79699993133545, , , 
10, Minigolf, klubba, vänster, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, , , , 
