ID, Övning, Utrustning, Höger/Vänster, Försök_1, Försök_2, Försök_3, Försök_4, Försök_5, Försök_6, Försök_7, Försök_8, Försök_9, Försök_10
33, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
31, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
18, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
19, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
40, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
41, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
39, Jonglera med armbåge, armbåge, , 7.0, 4.0, 7.0, , , , , , , 
15, Jonglera med armbåge, armbåge, , 9.0, 6.0, 3.0, , , , , , , 
16, Jonglera med armbåge, armbåge, , 3.0, 3.0, 3.0, , , , , , , 
37, Jonglera med armbåge, armbåge, , 4.0, 5.0, 4.0, , , , , , , 
22, Jonglera med armbåge, armbåge, , 5.0, 2.0, 6.0, , , , , , , 
16, Tennisboll över bom, rack, , 11.0, , , , , , , , , 
15, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
25, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
27, Tennisboll över bom, rack, , 9.0, , , , , , , , , 
20, Tennisboll över bom, rack, , 0.0, , , , , , , , , 
17, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
23, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
24, Tennisboll över bom, rack, , 0.0, , , , , , , , , 
20, Jonglera med armbåge, armbåge, , 4.0, 3.0, 2.0, , , , , , , 
17, Jonglera med armbåge, armbåge, , 5.0, 6.0, 6.0, , , , , , , 
18, Jonglera med armbåge, armbåge, , 2.0, 2.0, 2.0, , , , , , , 
19, Jonglera med armbåge, armbåge, , 2.0, 4.0, 3.0, , , , , , , 
22, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
37, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
30, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
34, Jonglera med armbåge, armbåge, , 3.0, 1.0, 2.0, , , , , , , 
33, Jonglera med armbåge, armbåge, , 1.0, 2.0, 2.0, , , , , , , 
32, Jonglera med armbåge, armbåge, , 2.0, 1.0, 3.0, , , , , , , 
29, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
28, Tennisboll över bom, rack, , 9.0, , , , , , , , , 
63, Jonglera med armbåge, armbåge, , 4.0, 7.0, 2.0, , , , , , , 
60, Jonglera med armbåge, armbåge, , 7.0, 4.0, 3.0, , , , , , , 
55, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
46, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
61, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
42, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
55, Jonglera med armbåge, armbåge, , 2.0, 1.0, 2.0, , , , , , , 
46, Jonglera med armbåge, armbåge, , 2.0, 3.0, 4.0, , , , , , , 
61, Jonglera med armbåge, armbåge, , 2.0, 3.0, 2.0, , , , , , , 
42, Jonglera med armbåge, armbåge, , 3.0, 3.0, 4.0, , , , , , , 
47, Jonglera med armbåge, armbåge, , 2.0, 3.0, 2.0, , , , , , , 
66, Jonglera med armbåge, armbåge, , 3.0, 5.0, 2.0, , , , , , , 
43, Jonglera med armbåge, armbåge, , 4.0, 5.0, 3.0, , , , , , , 
67, Jonglera med armbåge, armbåge, , 1.0, 3.0, 5.0, , , , , , , 
60, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
63, Tennisboll över bom, rack, , 8.0, , , , , , , , , 
58, Jonglera med armbåge, armbåge, , 3.0, 7.0, 5.0, , , , , , , 
54, Jonglera med armbåge, armbåge, , 2.0, 3.0, 2.0, , , , , , , 
48, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
50, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
53, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
51, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
47, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
66, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
52, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
59, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
56, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
67, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
45, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
44, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
43, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
62, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
58, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
54, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
49, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
49, Jonglera med armbåge, armbåge, , 3.0, 4.0, 4.0, , , , , , , 
49, Minigolf, klubba, höger, 0.0, 0.0, 2.0, 1.0, 3.0, 2.0, , , , 
69, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
79, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
83, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
85, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
73, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
76, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
69, Jonglera med armbåge, hand, , 3.0, 3.0, 4.0, , , , , , , 
79, Jonglera med armbåge, hand, , 4.0, 4.0, 2.0, , , , , , , 
83, Jonglera med armbåge, hand, , 6.0, 6.0, 6.0, , , , , , , 
86, Jonglera med armbåge, hand, , 4.0, 3.0, 2.0, , , , , , , 
81, Jonglera med armbåge, hand, , 3.0, 3.0, 6.0, , , , , , , 
77, Jonglera med armbåge, hand, , 3.0, 4.0, 2.0, , , , , , , 
82, Jonglera med armbåge, hand, , 6.0, 3.0, 2.0, , , , , , , 
78, Jonglera med armbåge, hand, , 4.0, 2.0, 6.0, , , , , , , 
80, Jonglera med armbåge, hand, , 2.0, 1.0, 3.0, , , , , , , 
84, Jonglera med armbåge, hand, , 13.0, 19.0, 7.0, , , , , , , 
93, Jonglera med armbåge, hand, , 4.0, 3.0, 8.0, , , , , , , 
80, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
78, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
74, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
75, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
88, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
68, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
75, Jonglera med armbåge, hand, , 2.0, 1.0, 3.0, , , , , , , 
88, Jonglera med armbåge, hand, , 4.0, 3.0, 7.0, , , , , , , 
68, Jonglera med armbåge, hand, , 6.0, 3.0, 2.0, , , , , , , 
74, Jonglera med armbåge, hand, , 2.0, 2.0, 2.0, , , , , , , 
92, Tennisboll över bom, rack, , 8.0, , , , , , , , , 
90, Tennisboll över bom, rack, , 8.0, , , , , , , , , 
72, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
71, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
70, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
77, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
84, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
93, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
91, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
86, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
81, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
82, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
87, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
89, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
95, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
110, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
104, Jonglera med armbåge, hand, , 2.0, 4.0, 2.0, , , , , , , 
114, Jonglera med armbåge, hand, , 4.0, 8.0, 3.0, , , , , , , 
100, Jonglera med armbåge, hand, , 5.0, 8.0, 7.0, , , , , , , 
119, Tennisboll över bom, rack, , 9.0, , , , , , , , , 
118, Tennisboll över bom, rack, , 12.0, , , , , , , , , 
122, Tennisboll över bom, rack, , 11.0, , , , , , , , , 
103, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
107, Tennisboll över bom, rack, , 9.0, , , , , , , , , 
121, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
94, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
101, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
112, Tennisboll över bom, rack, , 0.0, , , , , , , , , 
99, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
102, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
105, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
120, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
117, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
106, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
108, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
113, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
97, Jonglera med armbåge, hand, , 3.0, 3.0, 2.0, , , , , , , 
99, Jonglera med armbåge, hand, , 2.0, 2.0, 4.0, , , , , , , 
111, Jonglera med armbåge, hand, , 5.0, 4.0, 5.0, , , , , , , 
98, Jonglera med armbåge, hand, , 5.0, 3.0, 5.0, , , , , , , 
104, Tennisboll över bom, rack, , 11.0, , , , , , , , , 
114, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
100, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
96, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
109, Tennisboll över bom, rack, , 5.0, , , , , , , , , 
102, Jonglera med armbåge, hand, , 2.0, 4.0, 3.0, , , , , , , 
105, Jonglera med armbåge, hand, , 2.0, 2.0, 2.0, , , , , , , 
120, Jonglera med armbåge, hand, , 5.0, 7.0, 5.0, , , , , , , 
110, Jonglera med armbåge, hand, , 3.0, 2.0, 3.0, , , , , , , 
95, Jonglera med armbåge, hand, , 3.0, 2.0, 2.0, , , , , , , 
108, Jonglera med armbåge, hand, , 3.0, 4.0, 5.0, , , , , , , 
113, Jonglera med armbåge, hand, , 4.0, 3.0, 3.0, , , , , , , 
103, Jonglera med armbåge, hand, , 8.0, 6.0, 5.0, , , , , , , 
107, Jonglera med armbåge, hand, , 2.0, 12.0, 4.0, , , , , , , 
122, Jonglera med armbåge, hand, , 6.0, 5.0, 3.0, , , , , , , 
101, Jonglera med armbåge, hand, , 3.0, 4.0, 1.0, , , , , , , 
112, Jonglera med armbåge, hand, , 1.0, 4.0, 1.0, , , , , , , 
115, Jonglera med armbåge, hand, , 4.0, 4.0, 5.0, , , , , , , 
115, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
116, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
97, Tennisboll över bom, rack, , 0.0, , , , , , , , , 
98, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
148, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
146, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
147, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
130, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
135, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
137, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
145, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
133, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
126, Tennisboll över bom, rack, , 2.0, , , , , , , , , 
127, Tennisboll över bom, rack, , 9.0, , , , , , , , , 
136, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
139, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
141, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
142, Tennisboll över bom, rack, , 4.0, , , , , , , , , 
144, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
143, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
134, Tennisboll över bom, rack, , 7.0, , , , , , , , , 
138, Tennisboll över bom, rack, , 3.0, , , , , , , , , 
124, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
132, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
131, Tennisboll över bom, rack, , 6.0, , , , , , , , , 
125, Jonglera med armbåge, armbåge, , 7.0, 9.0, 8.0, , , , , , , 
123, Jonglera med armbåge, armbåge, , 3.0, 3.0, 5.0, , , , , , , 
148, Jonglera med armbåge, armbåge, , 4.0, 3.0, 1.0, , , , , , , 
132, Jonglera med armbåge, armbåge, , 4.0, 7.0, 2.0, , , , , , , 
124, Jonglera med armbåge, armbåge, , 5.0, 5.0, 5.0, , , , , , , 
138, Jonglera med armbåge, armbåge, , 1.0, 6.0, 5.0, , , , , , , 
134, Jonglera med armbåge, armbåge, , 6.0, 2.0, 3.0, , , , , , , 
129, Tennisboll över bom, rack, , 0.0, , , , , , , , , 
128, Tennisboll över bom, rack, , 8.0, , , , , , , , , 
125, Tennisboll över bom, rack, , 10.0, , , , , , , , , 
123, Tennisboll över bom, rack, , 1.0, , , , , , , , , 
123, Kasta och fånga, hand, , 17.0, 11.0, , , , , , , , 
125, Kasta och fånga, hand, , 20.0, 6.0, , , , , , , , 
135, Kasta och fånga, hand, , 8.0, 1.0, , , , , , , , 
137, Kasta och fånga, hand, , 2.0, 1.0, , , , , , , , 
145, Kasta och fånga, hand, , 1.0, 1.0, , , , , , , , 
133, Kasta och fånga, hand, , 1.0, 0.0, , , , , , , , 
135, Jonglera med armbåge, armbåge, , 6.0, 5.0, 3.0, , , , , , , 
137, Jonglera med armbåge, armbåge, , 3.0, 4.0, 2.0, , , , , , , 
143, Jonglera med armbåge, armbåge, , 3.0, 5.0, 5.0, , , , , , , 
142, Jonglera med armbåge, armbåge, , 7.0, 2.0, 3.0, , , , , , , 
